"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2013","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.514",""
"2013","Denmark","Current prices, million euro","Gross domestic product at market prices","258 742.7",""
"2013","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","249 279.2",""
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.817",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2 811 350.0",""
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2 687 921.7",""
"2013","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.259",""
"2013","Estonia","Current prices, million euro","Gross domestic product at market prices","19 033.4",""
"2013","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","16 685.2",""
"2013","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.965",""
"2013","Ireland","Current prices, million euro","Gross domestic product at market prices","179 616.3",""
"2013","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","170 969.3",""
"2013","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","81.198",""
"2013","Greece","Current prices, million euro","Gross domestic product at market prices","179 616.4",""
"2013","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","181 984.5",""
"2013","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.869",""
"2013","Spain","Current prices, million euro","Gross domestic product at market prices","1 020 348.0",""
"2013","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 017 665.2",""
"2013","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.104",""
"2013","France","Current prices, million euro","Gross domestic product at market prices","2 117 189.0",""
"2013","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2 057 213.0",""
"2013","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.979",""
"2013","Croatia","Current prices, million euro","Gross domestic product at market prices","43 806.3",""
"2013","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","43 829.8",""
"2013","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.907",""
"2013","Italy","Current prices, million euro","Gross domestic product at market prices","1 612 751.3",""
"2013","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 545 322.1",""
"2013","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.588",""
"2013","Cyprus","Current prices, million euro","Gross domestic product at market prices","17 995.0",""
"2013","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17 583.1",""
"2013","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","113.560",""
"2013","Latvia","Current prices, million euro","Gross domestic product at market prices","22 966.3",""
"2013","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","20 296.3",""
"2013","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.024",""
"2013","Lithuania","Current prices, million euro","Gross domestic product at market prices","35 039.5",""
"2013","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","31 965.3",""
"2013","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.912",""
"2013","Luxembourg","Current prices, million euro","Gross domestic product at market prices","46 499.6",""
"2013","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","42 553.0",""
"2013","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.400",""
"2013","Hungary","Current prices, million euro","Gross domestic product at market prices","102 034.3",""
"2013","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","101 966.4",""
"2013","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.329",""
"2013","Malta","Current prices, million euro","Gross domestic product at market prices","7 944.3",""
"2013","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7 519.8",""
"2013","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.374",""
"2013","Netherlands","Current prices, million euro","Gross domestic product at market prices","660 463.0",""
"2013","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","641 577.7",""
"2013","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.650",""
"2013","Austria","Current prices, million euro","Gross domestic product at market prices","323 910.2",""
"2013","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","306 695.6",""
"2013","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.341",""
"2013","Poland","Current prices, million euro","Gross domestic product at market prices","392 310.7",""
"2013","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","388 777.6",""
"2013","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.445",""
"2013","Portugal","Current prices, million euro","Gross domestic product at market prices","170 492.3",""
"2013","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","167 837.6",""
"2013","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.907",""
"2013","Romania","Current prices, million euro","Gross domestic product at market prices","143 690.4",""
"2013","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","135 393.3",""
"2013","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.188",""
"2013","Slovenia","Current prices, million euro","Gross domestic product at market prices","36 454.3",""
"2013","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","35 341.5",""
"2013","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.496",""
"2013","Slovakia","Current prices, million euro","Gross domestic product at market prices","74 448.8",""
"2013","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","71 936.6",""
"2013","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.203",""
"2013","Finland","Current prices, million euro","Gross domestic product at market prices","204 321.0",""
"2013","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","188 524.5",""
"2013","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.807",""
"2013","Sweden","Current prices, million euro","Gross domestic product at market prices","441 850.7",""
"2013","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","388 959.0",""
"2013","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.615",""
"2013","Iceland","Current prices, million euro","Gross domestic product at market prices","12 132.9",""
"2013","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11 174.1",""
"2013","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2013","Liechtenstein","Current prices, million euro","Gross domestic product at market prices","4 812.4",""
"2013","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2013","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.784",""
"2013","Norway","Current prices, million euro","Gross domestic product at market prices","393 408.7",""
"2013","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","339 248.0",""
"2013","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.040",""
"2013","Switzerland","Current prices, million euro","Gross domestic product at market prices","536 632.9",""
"2013","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","478 913.9",""
"2013","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.970",""
"2013","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2 096 338.0",""
"2013","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 965 223.0",""
"2013","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.0",""
"2013","Montenegro","Current prices, million euro","Gross domestic product at market prices","3 362.5",""
"2013","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3 249.5",""
"2013","North Macedonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.853",""
"2013","North Macedonia","Current prices, million euro","Gross domestic product at market prices","8 149.6",""
"2013","North Macedonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7 453.2",""
"2013","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2013","Albania","Current prices, million euro","Gross domestic product at market prices","9 625.4",""
"2013","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2013","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.272",""
"2013","Serbia","Current prices, million euro","Gross domestic product at market prices","36 426.7",""
"2013","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","32 893.6",""
"2013","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","126.413",""
"2013","Turkey","Current prices, million euro","Gross domestic product at market prices","719 726.6",""
"2013","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","739 333.7",""
"2013","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.483",""
"2013","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","13 691.8",""
"2013","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13 290.9",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.002",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5 326.6",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4 886.3",""
"2014","European Union - 27 countries (from 2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.636",""
"2014","European Union - 27 countries (from 2020)","Current prices, million euro","Gross domestic product at market prices","11 781 640.0",""
"2014","European Union - 27 countries (from 2020)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11 266 679.5",""
"2014","European Union - 28 countries (2013-2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.437",""
"2014","European Union - 28 countries (2013-2020)","Current prices, million euro","Gross domestic product at market prices","14 092 720.2",""
"2014","European Union - 28 countries (2013-2020)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13 291 162.2",""
"2014","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.047",""
"2014","European Union - 15 countries (1995-2004)","Current prices, million euro","Gross domestic product at market prices","12 962 411.8",""
"2014","European Union - 15 countries (1995-2004)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12 189 967.4",""
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.917",""
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Gross domestic product at market prices","10 130 620.0",""
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 685 147.2",""
"2014","Euro area - 19 countries  (from 2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.966",""
"2014","Euro area - 19 countries  (from 2015)","Current prices, million euro","Gross domestic product at market prices","10 167 201.3",""
"2014","Euro area - 19 countries  (from 2015)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 718 411.3",""
"2014","Euro area - 12 countries (2001-2006)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.845",""
"2014","Euro area - 12 countries (2001-2006)","Current prices, million euro","Gross domestic product at market prices","9 946 740.7",""
"2014","Euro area - 12 countries (2001-2006)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 511 742.8",""
"2014","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.541",""
"2014","Belgium","Current prices, million euro","Gross domestic product at market prices","403 003.3",""
"2014","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","379 631.4",""
"2014","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.997",""
"2014","Bulgaria","Current prices, million euro","Gross domestic product at market prices","42 890.3",""
"2014","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","39 960.0",""
"2014","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.198",""
"2014","Czechia","Current prices, million euro","Gross domestic product at market prices","157 821.3",""
"2014","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","162 971.1",""
"2014","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.174",""
"2014","Denmark","Current prices, million euro","Gross domestic product at market prices","265 757.0",""
"2014","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","253 316.0",""
"2014","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.133",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2 927 430.0",""
"2014","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2 747 312.5",""
"2014","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","115.613",""
"2014","Estonia","Current prices, million euro","Gross domestic product at market prices","20 180.0",""
"2014","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17 183.6",""
"2014","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.776",""
"2014","Ireland","Current prices, million euro","Gross domestic product at market prices","195 148.1",""
"2014","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","185 741.8",""
"2014","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","81.765",""
"2014","Greece","Current prices, million euro","Gross domestic product at market prices","177 349.4",""
"2014","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","183 255.0",""
"2014","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.182",""
"2014","Spain","Current prices, million euro","Gross domestic product at market prices","1 032 158.0",""
"2014","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 031 748.8",""
"2014","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.089",""
"2014","France","Current prices, million euro","Gross domestic product at market prices","2 149 765.0",""
"2014","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2 076 883.7",""
"2014","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.648",""
"2014","Croatia","Current prices, million euro","Gross domestic product at market prices","43 398.6",""
"2014","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","43 680.1",""
"2014","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.902",""
"2014","Italy","Current prices, million euro","Gross domestic product at market prices","1 627 405.6",""
"2014","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 545 251.8",""
"2014","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","88.931",""
"2014","Cyprus","Current prices, million euro","Gross domestic product at market prices","17 430.2",""
"2014","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17 261.5",""
"2014","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.779",""
"2014","Latvia","Current prices, million euro","Gross domestic product at market prices","23 613.9",""
"2014","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","20 514.2",""
"2014","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","118.057",""
"2014","Lithuania","Current prices, million euro","Gross domestic product at market prices","36 581.3",""
"2014","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","33 096.0",""
"2014","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.463",""
"2014","Luxembourg","Current prices, million euro","Gross domestic product at market prices","49 824.5",""
"2014","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44 381.4",""
"2014","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.731",""
"2014","Hungary","Current prices, million euro","Gross domestic product at market prices","106 061.3",""
"2014","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","106 278.6",""
"2014","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","118.751",""
"2014","Malta","Current prices, million euro","Gross domestic product at market prices","8 751.1",""
"2014","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8 093.9",""
"2014","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.803",""
"2014","Netherlands","Current prices, million euro","Gross domestic product at market prices","671 560.0",""
"2014","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","650 709.9",""
"2014","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.335",""
"2014","Austria","Current prices, million euro","Gross domestic product at market prices","333 146.1",""
"2014","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","308 723.7",""
"2014","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.967",""
"2014","Poland","Current prices, million euro","Gross domestic product at market prices","408 967.8",""
"2014","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","401 912.7",""
"2014","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.185",""
"2014","Portugal","Current prices, million euro","Gross domestic product at market prices","173 053.7",""
"2014","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","169 167.2",""
"2014","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.801",""
"2014","Romania","Current prices, million euro","Gross domestic product at market prices","150 708.6",""
"2014","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","140 279.2",""
"2014","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.879",""
"2014","Slovenia","Current prices, million euro","Gross domestic product at market prices","37 634.3",""
"2014","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","36 319.8",""
"2014","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.283",""
"2014","Slovakia","Current prices, million euro","Gross domestic product at market prices","76 269.8",""
"2014","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","73 836.9",""
"2014","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.837",""
"2014","Finland","Current prices, million euro","Gross domestic product at market prices","206 897.0",""
"2014","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","187 836.6",""
"2014","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.566",""
"2014","Sweden","Current prices, million euro","Gross domestic product at market prices","438 833.9",""
"2014","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","399 296.7",""
"2014","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.431",""
"2014","Iceland","Current prices, million euro","Gross domestic product at market prices","13 472.6",""
"2014","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11 362.6",""
"2014","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2014","Liechtenstein","Current prices, million euro","Gross domestic product at market prices","5 021.7",""
"2014","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2014","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.847",""
"2014","Norway","Current prices, million euro","Gross domestic product at market prices","375 947.3",""
"2014","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","345 929.7",""
"2014","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.610",""
"2014","Switzerland","Current prices, million euro","Gross domestic product at market prices","553 942.2",""
"2014","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","490 632.2",""
"2014","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.975",""
"2014","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2 311 080.2",""
"2014","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2 021 482.0",""
"2014","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.8",""
"2014","Montenegro","Current prices, million euro","Gross domestic product at market prices","3 457.9",""
"2014","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3 307.4",""
"2014","North Macedonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.659",""
"2014","North Macedonia","Current prices, million euro","Gross domestic product at market prices","8 562.0",""
"2014","North Macedonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7 723.8",""
"2014","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2014","Albania","Current prices, million euro","Gross domestic product at market prices","9 968.6",""
"2014","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2014","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.615",""
"2014","Serbia","Current prices, million euro","Gross domestic product at market prices","35 467.5",""
"2014","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","32 370.7",""
"2014","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","132.657",""
"2014","Turkey","Current prices, million euro","Gross domestic product at market prices","707 000.8",""
"2014","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","775 854.7",""
"2014","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.665",""
"2014","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","13 988.3",""
"2014","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13 444.2",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.360",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5 567.5",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4 946.0",""
"2015","European Union - 27 countries (from 2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.992",""
"2015","European Union - 27 countries (from 2020)","Current prices, million euro","Gross domestic product at market prices","12 211 542.9",""
"2015","European Union - 27 countries (from 2020)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11 525 238.8",""
"2015","European Union - 28 countries (2013-2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.823",""
"2015","European Union - 28 countries (2013-2020)","Current prices, million euro","Gross domestic product at market prices","14 856 259.4",""
"2015","European Union - 28 countries (2013-2020)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13 597 667.2",""
"2015","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.272",""
"2015","European Union - 15 countries (1995-2004)","Current prices, million euro","Gross domestic product at market prices","13 663 891.9",""
"2015","European Union - 15 countries (1995-2004)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12 453 212.6",""
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.046",""
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Gross domestic product at market prices","10 519 852.8",""
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 916 611.4",""
"2015","Euro area - 19 countries  (from 2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.046",""
"2015","Euro area - 19 countries  (from 2015)","Current prices, million euro","Gross domestic product at market prices","10 519 852.8",""
"2015","Euro area - 19 countries  (from 2015)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 916 611.4",""
"2015","Euro area - 12 countries (2001-2006)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.886",""
"2015","Euro area - 12 countries (2001-2006)","Current prices, million euro","Gross domestic product at market prices","10 290 663.1",""
"2015","Euro area - 12 countries (2001-2006)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 702 410.8",""
"2015","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.675",""
"2015","Belgium","Current prices, million euro","Gross domestic product at market prices","416 701.4",""
"2015","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","387 381.4",""
"2015","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.186",""
"2015","Bulgaria","Current prices, million euro","Gross domestic product at market prices","45 690.9",""
"2015","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","41 554.3",""
"2015","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.759",""
"2015","Czechia","Current prices, million euro","Gross domestic product at market prices","169 558.2",""
"2015","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","171 752.6",""
"2015","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.615",""
"2015","Denmark","Current prices, million euro","Gross domestic product at market prices","273 017.6",""
"2015","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","259 250.2",""
"2015","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.731",""
"2015","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","3 026 180.0",""
"2015","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2 788 300.5",""
"2015","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","117.746",""
"2015","Estonia","Current prices, million euro","Gross domestic product at market prices","20 782.2",""
"2015","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17 500.6",""
"2015","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","138.665",""
"2015","Ireland","Current prices, million euro","Gross domestic product at market prices","262 853.3",""
"2015","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","232 504.9",""
"2015","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","81.428",""
"2015","Greece","Current prices, million euro","Gross domestic product at market prices","176 110.2",""
"2015","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","182 500.2",""
"2015","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.870",""
"2015","Spain","Current prices, million euro","Gross domestic product at market prices","1 077 590.0",""
"2015","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 071 318.1",""
"2015","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.248",""
"2015","France","Current prices, million euro","Gross domestic product at market prices","2 198 432.0",""
"2015","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2 099 997.6",""
"2015","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.998",""
"2015","Croatia","Current prices, million euro","Gross domestic product at market prices","44 612.0",""
"2015","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44 742.4",""
"2015","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.649",""
"2015","Italy","Current prices, million euro","Gross domestic product at market prices","1 655 355.0",""
"2015","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 557 278.5",""
"2015","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.793",""
"2015","Cyprus","Current prices, million euro","Gross domestic product at market prices","17 884.0",""
"2015","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17 817.1",""
"2015","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","119.378",""
"2015","Latvia","Current prices, million euro","Gross domestic product at market prices","24 560.9",""
"2015","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","21 336.2",""
"2015","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","120.447",""
"2015","Lithuania","Current prices, million euro","Gross domestic product at market prices","37 345.7",""
"2015","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","33 766.0",""
